gene_id,ERR1338025,ERR1338026,ERR1338027,ERR1338028,ERR1338029,ERR1338030,ERR1338031,ERR1338032
ENSG00000239223.3|RPL34P31,4,3,3,2,2,4,7,3
ENSG00000266313.2|ENSG00000266313,82,64,103,12,84,59,73,88
ENSG00000265683.1|SYPL1P2,32,37,44,7,93,97,86,128
ENSG00000290422.1|TBC1D3P5,0,0,0,0,0,0,0,0
ENSG00000266433.7|TBC1D3P5,0,0,0,0,0,0,0,0
ENSG00000263368.1|MSANTD3P1,0,0,0,0,5,0,0,0
ENSG00000266853.1|ITM2BP1,0,0,6,0,6,6,8,3
ENSG00000266728.5|ENSG00000266728,0,0,0,5,3,0,0,0
ENSG00000168961.17|LGALS9,39,64,94,25,46,93,61,53
ENSG00000141068.16|KSR1,4350,4811,4780,1580,6117,5663,5503,5999
ENSG00000265801.1|ENSG00000265801,1,3,0,0,0,0,2,1
ENSG00000266872.1|ENSG00000266872,1,1,1,1,0,0,0,0
ENSG00000266786.1|LGALS9DP,0,0,0,0,0,0,0,0
ENSG00000007171.19|NOS2,40,40,43,9,29,0,40,48
ENSG00000232859.10|LYRM9,269,274,354,76,387,388,787,907
ENSG00000266202.1|ENSG00000266202,79,72,0,15,0,0,11,0
ENSG00000266527.1|ENSG00000266527,144,105,170,82,0,3,3,9
ENSG00000252283.1|Vault,0,0,0,0,0,0,0,0
ENSG00000240873.1|RPS29P22,0,0,0,0,0,0,0,0
ENSG00000237575.5|PYY2,0,0,0,0,0,0,0,0
ENSG00000267259.1|ERVE-1,0,2,0,0,3,3,0,2
ENSG00000265060.3|PPY2P,0,0,0,0,0,0,0,0
ENSG00000290672.1|PPY2P,0,0,8,0,0,3,0,0
ENSG00000263788.1|ENSG00000263788,0,0,0,0,0,0,0,0
ENSG00000260777.2|ENSG00000260777,0,8,0,3,22,14,19,11
ENSG00000265480.6|KRT18P55,2,2,7,0,9,17,0,9
ENSG00000109084.14|TMEM97,4987,5435,6147,1924,4610,4637,5384,6203
ENSG00000109083.14|IFT20,569,578,560,181,1879,1694,1877,2271
ENSG00000004142.12|POLDIP2,1289,1514,1612,467,4136,3931,4013,4510
ENSG00000284532.1|MIR4723,0,2,0,0,0,4,1,1
ENSG00000273171.1|ENSG00000273171,0,0,0,0,0,0,0,0
ENSG00000076351.13|SLC46A1,208,258,263,67,926,744,839,985
ENSG00000087095.13|NLK,5789,5565,5884,1864,4302,3945,5705,6283
ENSG00000288923.1|ENSG00000288923,28,14,30,6,17,7,13,23
ENSG00000287721.1|ENSG00000287721,23,13,7,10,12,9,4,10
ENSG00000267644.1|ENSG00000267644,2,10,3,0,4,11,5,14
ENSG00000290671.1|PYY2,22,32,47,9,29,36,35,72
ENSG00000266830.1|ENSG00000266830,5,0,3,0,2,0,3,7
ENSG00000264486.1|ENSG00000264486,4,0,5,0,0,15,0,0
ENSG00000266306.2|ENSG00000266306,6,10,6,3,24,7,12,8
ENSG00000264029.1|ENSG00000264029,2,0,0,0,3,0,0,2
ENSG00000109079.10|TNFAIP1,5823,6551,6507,1914,6385,6131,6757,7301
ENSG00000244045.13|TMEM199,893,1136,924,286,1283,1236,1064,1127
ENSG00000258924.4|ENSG00000258924,256,275,286,86,59,81,384,349
ENSG00000265618.1|ENSG00000265618,2,1,1,0,0,1,0,0
ENSG00000274529.6|SEBOX,2,4,2,0,4,10,0,3
ENSG00000109072.14|VTN,269,276,337,73,552,467,278,322
ENSG00000004139.14|SARM1,5020,6055,7375,1750,5516,5614,5249,5269
ENSG00000277450.1|ENSG00000277450,25,22,17,10,25,7,20,19
ENSG00000279532.1|ENSG00000279532,6,12,9,5,46,22,25,22
ENSG00000265254.1|ENSG00000265254,4,10,13,2,4,6,4,5
ENSG00000263266.2|RPS7P1,2004,2033,1881,471,2777,2906,2000,2402
ENSG00000109103.12|UNC119,1316,1429,1433,476,3929,3975,5542,6211
ENSG00000087111.22|PIGS,1508,1720,1953,561,6271,6053,4479,5102
ENSG00000109107.14|ALDOC,1902,1899,2707,964,7532,6501,6673,7547
ENSG00000265168.1|ENSG00000265168,279,246,265,135,0,0,0,0
ENSG00000227543.5|SPAG5-AS1,310,274,331,74,219,134,175,116
ENSG00000167525.16|PROCA1,254,261,182,58,613,595,543,529
ENSG00000109113.20|RAB34,498,665,793,234,2012,1983,2125,2251
ENSG00000198242.14|RPL23A,14201,16474,14015,4299,13393,13752,15436,17928
ENSG00000267729.1|ENSG00000267729,0,2,0,0,0,0,0,0
ENSG00000265073.1|ENSG00000265073,1,1,1,0,0,0,0,0
ENSG00000076604.16|TRAF4,5135,6239,6213,1746,4989,4988,6426,7116
ENSG00000173065.14|FAM222B,859,892,1110,350,2825,2327,3113,3121
ENSG00000238516.1|Y_RNA,0,1,0,0,0,2,2,0
ENSG00000264138.1|ENSG00000264138,0,0,0,0,0,0,0,0
ENSG00000264066.7|ENSG00000264066,0,0,3,1,0,0,0,3
ENSG00000284565.1|MIR451A,0,0,0,0,0,0,0,0
ENSG00000283364.1|MIR451B,0,0,0,0,0,0,0,0
ENSG00000283819.1|MIR144,0,0,0,0,0,0,0,0
ENSG00000284085.1|MIR4732,0,0,0,0,0,1,0,0
ENSG00000076382.17|SPAG5,216,266,228,95,1390,1150,1239,1378
ENSG00000258472.10|ENSG00000258472,20,27,30,9,103,82,154,95
ENSG00000265287.2|ENSG00000265287,321,178,281,74,0,0,2,1
ENSG00000167524.17|RSKR,660,615,571,182,2165,1505,1448,1574
ENSG00000007202.16|BLTP2,5289,5428,5640,1675,13101,9733,11381,12090
ENSG00000264044.1|ENSG00000264044,226,235,294,73,41,30,35,29
ENSG00000132581.10|SDF2,547,570,574,188,1678,1614,1606,1925
ENSG00000240494.2|RPS12P28,8,9,7,4,15,8,4,12
ENSG00000109111.15|SUPT6H,5973,6976,8271,2433,10344,8085,7840,8001
ENSG00000265205.1|ENSG00000265205,13,0,12,1,41,42,36,26
ENSG00000238423.1|SNORD42B,2,1,2,1,4,2,2,2
ENSG00000264577.1|ENSG00000264577,217,191,170,60,143,78,106,136
ENSG00000238578.1|SNORD4A,1,1,1,1,1,0,0,0
ENSG00000238649.1|SNORD42A,3,0,3,1,1,5,5,4
ENSG00000238597.1|SNORD4B,2,8,8,1,6,11,5,5
ENSG00000160606.11|TLCD1,22,26,24,7,73,75,47,79
ENSG00000160602.14|NEK8,180,179,257,103,276,256,132,190
ENSG00000265474.1|ENSG00000265474,51,45,43,10,85,90,97,144
ENSG00000265840.1|ENSG00000265840,1,1,1,1,0,0,0,0
ENSG00000243053.2|RPL31P58,2,0,8,2,1,1,4,0
ENSG00000132591.12|ERAL1,1840,2116,2392,661,2326,2202,2387,2744
ENSG00000167536.14|DHRS13,626,552,624,254,1386,1288,1255,1447
ENSG00000132589.16|FLOT2,1780,2071,2720,816,5355,5246,6550,7021
ENSG00000264304.1|ENSG00000264304,17,6,41,10,27,24,16,25
ENSG00000266642.2|ENSG00000266642,246,473,419,116,34,13,11,18
ENSG00000265845.2|ENSG00000265845,42,33,46,13,54,33,29,42
ENSG00000063015.21|SEZ6,904,992,1091,313,1787,2020,1918,2052
ENSG00000109118.14|PHF12,1676,1776,1962,599,5146,4375,4983,5468
ENSG00000265908.1|ENSG00000265908,10,4,6,0,11,2,11,13
ENSG00000238007.1|ENSG00000238007,0,0,0,0,0,0,0,0
ENSG00000263781.3|ENSG00000263781,2,2,0,0,1,2,2,5
ENSG00000179761.12|PIPOX,262,373,229,73,282,298,233,278
ENSG00000196535.20|MYO18A,3478,4236,4026,1289,11754,10888,13527,15088
ENSG00000263709.1|ENSG00000263709,0,0,0,0,3,0,0,0
ENSG00000178082.6|TWF1P1,67,98,69,18,177,172,188,187
ENSG00000108255.8|CRYBA1,9,8,27,0,44,43,9,26
ENSG00000108256.9|NUFIP2,4500,3565,4295,1276,21488,12816,15571,14545
ENSG00000239256.1|RPL35AP35,0,1,0,1,1,0,1,0
ENSG00000222363.1|RNU4-34P,0,0,0,0,0,0,2,0
ENSG00000160551.12|TAOK1,22010,16887,20323,5960,22728,14152,25505,25941
ENSG00000253064.1|RNU6-711P,0,0,0,0,0,2,0,3
ENSG00000202205.1|RNU6-1034P,0,0,0,0,0,0,0,0
ENSG00000264031.1|ABHD15-AS1,0,4,11,2,0,0,0,0
ENSG00000108262.16|GIT1,1305,1520,1638,452,5277,5152,5058,5255
ENSG00000264647.1|ENSG00000264647,0,2,2,0,2,1,0,8
ENSG00000167549.19|CORO6,104,133,270,84,197,232,681,830
ENSG00000264007.1|ENSG00000264007,0,3,4,2,3,5,8,12
ENSG00000141298.19|SSH2,1533,1435,1608,500,4420,3588,6207,6774
ENSG00000222858.1|RNU6-920P,0,1,1,0,0,0,0,0
ENSG00000240531.1|RPL21P123,0,0,1,0,0,0,0,0
ENSG00000263657.1|ENSG00000263657,0,1,4,0,5,0,2,1
ENSG00000252657.1|SNORA70,0,0,0,2,1,0,0,0
ENSG00000240074.1|RPL9P30,0,0,3,0,2,0,0,4
ENSG00000263477.1|ENSG00000263477,0,0,1,0,3,0,0,0
ENSG00000239129.1|ENSG00000239129,0,0,0,0,0,0,0,0
ENSG00000176927.16|EFCAB5,34,49,17,12,24,51,20,49
ENSG00000207011.1|RNY4P13,0,0,0,0,0,0,0,0
ENSG00000267482.1|ENSG00000267482,0,0,0,0,1,0,0,0
ENSG00000265289.1|ENSG00000265289,0,0,0,0,3,0,4,0
ENSG00000266876.1|ENSG00000266876,0,2,6,0,5,0,1,3
ENSG00000126653.18|NSRP1,961,1073,1074,345,1252,1169,893,820
ENSG00000283935.1|MIR423,0,1,6,0,2,1,0,0
ENSG00000266987.1|ENSG00000266987,0,0,1,0,4,0,3,1
ENSG00000264808.2|ENSG00000264808,7,2,3,0,26,7,12,11
ENSG00000266111.2|ENSG00000266111,5,2,6,0,4,0,7,0
ENSG00000284162.1|MIR4523,1,1,1,1,1,1,1,1
ENSG00000168792.5|ABHD15,156,180,200,47,568,585,350,444
ENSG00000290082.1|ENSG00000290082,32,25,46,11,146,147,95,123
ENSG00000167543.16|TP53I13,1135,1349,1325,357,1417,1623,1183,1421
ENSG00000264290.1|ENSG00000264290,38,26,17,9,50,44,31,47
ENSG00000198720.13|ANKRD13B,3148,3535,3719,1057,3227,3341,4275,4573
ENSG00000263370.1|ENSG00000263370,2,2,1,0,1,4,2,2
ENSG00000265625.1|ENSG00000265625,4,0,2,0,13,13,23,15
ENSG00000265713.1|ENSG00000265713,2,0,0,0,3,0,3,5
ENSG00000264435.1|ENSG00000264435,2,0,0,0,2,0,0,0
ENSG00000265394.1|ENSG00000265394,1,0,1,2,2,0,2,0
ENSG00000266919.3|hsa-mir-423,0,0,1,0,0,1,0,0
ENSG00000284399.1|MIR3184,1,0,1,0,0,0,0,0
ENSG00000265739.1|ENSG00000265739,1,0,0,0,2,1,3,0
ENSG00000108576.10|SLC6A4,107,115,51,13,118,89,70,54
ENSG00000264125.1|ENSG00000264125,0,2,0,0,0,0,4,0
ENSG00000252112.1|SNORD63,0,0,0,0,0,0,0,0
ENSG00000266120.1|ENSG00000266120,9,18,0,0,11,3,0,0
ENSG00000108578.15|BLMH,1264,1311,1312,425,4923,4696,3640,4246
ENSG00000222679.1|RNU6-1267P,5,0,0,0,4,3,4,1
ENSG00000264958.2|ALOX12P1,0,0,0,0,0,0,0,0
ENSG00000263860.1|ENSG00000263860,0,0,0,0,0,0,0,0
ENSG00000266733.8|TBC1D29P,0,1,2,0,0,0,0,0
ENSG00000266775.1|ENSG00000266775,0,0,0,0,7,0,0,0
ENSG00000290404.1|ENSG00000290404,8,4,5,0,0,0,0,0
ENSG00000108582.12|CPD,18617,18001,20842,7085,22029,17286,17009,18077
ENSG00000108587.16|GOSR1,2986,3237,3213,1165,3777,3022,3834,4040
ENSG00000279431.1|ENSG00000279431,3,2,3,0,0,0,2,0
ENSG00000231421.8|ENSG00000231421,0,0,0,0,0,0,0,0
ENSG00000248121.9|SMURF2P1,0,0,0,0,0,0,0,0
ENSG00000214719.13|ENSG00000214719,740,962,905,250,886,806,872,1033
ENSG00000273609.1|ENSG00000273609,0,0,0,0,1,3,0,1
ENSG00000290395.1|ENSG00000290395,35,58,82,7,57,59,46,64
ENSG00000264943.1|SH3GL1P2,11,7,10,1,8,4,3,15
ENSG00000250462.9|LRRC37BP1,4,12,23,3,14,9,0,11
ENSG00000290450.1|ENSG00000290450,1272,1283,1354,436,1305,948,1640,1568
ENSG00000241631.3|RN7SL316P,3,2,4,0,7,13,3,21
ENSG00000279337.1|ENSG00000279337,0,0,0,1,2,2,1,0
ENSG00000265334.1|ENSG00000265334,0,1,0,0,0,0,0,0
ENSG00000212190.1|RNU6-298P,0,2,0,0,0,0,1,0
ENSG00000172171.11|TEFM,172,164,195,80,503,456,531,480
ENSG00000184060.11|ADAP2,118,131,225,82,118,92,135,139
ENSG00000230113.1|ENSG00000230113,0,0,7,2,0,0,10,4
ENSG00000286194.1|ENSG00000286194,0,3,8,0,13,9,5,0
ENSG00000266340.1|ENSG00000266340,0,0,0,0,0,2,0,0
ENSG00000265798.7|ENSG00000265798,0,9,0,0,0,41,17,0
ENSG00000290858.1|ENSG00000290858,0,0,0,0,18,0,0,0
ENSG00000291063.1|ENSG00000291063,336,305,98,38,378,242,150,143
ENSG00000265444.1|MIR4733,0,0,0,0,0,0,0,1
ENSG00000266371.1|ENSG00000266371,0,2,2,0,6,14,3,5
ENSG00000185862.7|EVI2B,0,0,4,0,0,3,9,0
ENSG00000265118.5|ENSG00000265118,0,0,0,0,0,0,0,0
ENSG00000126860.12|EVI2A,5,0,0,0,5,5,4,6
ENSG00000196712.20|NF1,13828,11389,14832,3679,14965,10262,15393,16142
ENSG00000290928.1|ENSG00000290928,960,789,1076,269,1253,974,724,915
ENSG00000265443.1|ENSG00000265443,6,2,13,2,21,8,12,19
ENSG00000263603.1|ENSG00000263603,25,12,34,10,27,19,14,7
ENSG00000264538.8|SUZ12P1,54,240,235,57,295,309,335,229
ENSG00000280069.1|ENSG00000280069,69,55,82,18,152,103,62,87
ENSG00000265791.1|ENSG00000265791,28,12,16,0,74,57,49,46
ENSG00000176390.12|CRLF3,427,314,373,109,1048,851,728,872
ENSG00000266490.1|ENSG00000266490,103,80,121,28,134,88,83,88
ENSG00000276250.1|ENSG00000276250,11,8,18,3,19,2,0,7
ENSG00000242439.1|ENSG00000242439,1,0,1,2,0,1,3,0
ENSG00000176208.9|ATAD5,942,720,942,294,1549,1062,1217,1438
ENSG00000263531.1|ENSG00000263531,3,0,0,0,3,9,4,13
ENSG00000275185.1|ENSG00000275185,28,33,46,11,0,0,0,0
ENSG00000266274.2|RN7SL138P,7,4,1,1,3,3,6,8
ENSG00000265743.1|LINC02978,6,3,4,2,8,0,5,0
ENSG00000181481.14|RNF135,110,118,110,36,112,81,27,16
ENSG00000264456.1|ENSG00000264456,25,25,71,7,50,24,10,11
ENSG00000264743.2|DPRXP4,1,11,3,2,8,0,7,6
ENSG00000264148.1|ENSG00000264148,8,2,2,1,30,28,8,11
ENSG00000266865.9|ENSG00000266865,5,11,5,0,8,9,9,10
ENSG00000264107.1|MIR4733HG,24,21,25,5,42,52,43,60
ENSG00000126861.5|OMG,6,0,0,0,7,0,8,23
ENSG00000263535.2|AK4P1,297,323,278,144,326,243,476,548
ENSG00000239595.3|RN7SL79P,0,0,0,0,3,0,0,0
ENSG00000131242.18|RAB11FIP4,11452,12476,12446,3991,14521,13000,15198,16957
ENSG00000264862.2|RN7SL45P,1,0,2,0,2,1,3,11
ENSG00000278977.1|ENSG00000278977,1,1,1,1,0,0,0,0
ENSG00000284424.1|MIR4724,1,1,1,1,1,1,1,1
ENSG00000266877.1|ENSG00000266877,6,0,0,0,6,0,0,0
ENSG00000172301.11|COPRS,475,562,594,190,1340,1293,1338,1440
ENSG00000108651.10|UTP6,670,637,720,221,2630,1758,2149,2461
ENSG00000263990.1|ENSG00000263990,44,32,57,14,138,54,71,51
ENSG00000253058.1|RNA5SP437,0,0,2,0,3,0,0,2
ENSG00000264300.1|ENSG00000264300,3,0,0,0,0,2,0,1
ENSG00000185158.13|LRRC37B,1284,1373,1168,396,1602,1521,2037,2362
ENSG00000264497.1|ENSG00000264497,0,0,0,0,3,1,0,0
ENSG00000290974.1|ENSG00000290974,0,0,0,0,7,0,0,0
ENSG00000266379.7|ENSG00000266379,0,0,0,0,0,0,0,0
ENSG00000263369.7|ENSG00000263369,0,0,0,0,7,3,0,0
ENSG00000290975.1|ENSG00000290975,0,0,0,0,0,0,0,0
ENSG00000178691.11|SUZ12,3313,3154,3449,997,4156,3121,3560,3869
ENSG00000266777.1|SH3GL1P1,91,53,61,36,181,109,97,105
ENSG00000278867.1|ENSG00000278867,342,320,282,79,308,274,409,516
ENSG00000264164.1|ENSG00000264164,7,2,5,0,11,10,1,4
ENSG00000265574.1|WDR45BP1,14,15,10,2,54,31,36,36
ENSG00000265293.2|ARGFXP2,0,0,0,0,22,16,10,8
ENSG00000280020.1|ENSG00000280020,0,1,6,2,26,17,9,21
ENSG00000277511.2|ENSG00000277511,82,95,73,24,126,113,135,137
ENSG00000214708.4|ENSG00000214708,11,12,23,3,27,34,16,21
ENSG00000126858.19|RHOT1,5453,5348,4866,1609,4439,3803,4909,5659
ENSG00000280033.1|ENSG00000280033,20,10,14,7,19,35,10,13
ENSG00000266282.1|UBL5P2,0,6,8,0,2,3,10,6
ENSG00000287506.1|ENSG00000287506,0,4,5,0,0,4,14,12
ENSG00000263674.1|ENSG00000263674,0,4,0,0,17,14,10,17
ENSG00000265794.5|ENSG00000265794,0,0,0,0,0,0,0,0
ENSG00000263749.2|OOSP1P2,0,0,0,0,3,5,3,0
ENSG00000010244.19|ZNF207,13555,13001,12485,3956,17241,12326,16501,19306
ENSG00000202100.1|Y_RNA,0,0,0,0,0,1,0,4
ENSG00000176658.17|MYO1D,421,485,483,135,1177,1053,1217,1285
ENSG00000266718.2|ENSG00000266718,0,3,5,0,5,11,0,0
ENSG00000280245.1|ENSG00000280245,0,0,1,0,0,0,2,4
ENSG00000265222.1|ENSG00000265222,0,0,2,0,0,0,10,0
ENSG00000263717.1|ENSG00000263717,0,6,5,0,2,0,3,6
ENSG00000279781.1|ENSG00000279781,0,0,0,0,4,0,5,10
ENSG00000266599.1|ENSG00000266599,0,3,3,0,0,0,0,0
ENSG00000265337.1|ENSG00000265337,0,0,0,0,0,0,0,0
ENSG00000264458.1|ENSG00000264458,0,0,0,0,0,0,7,15
ENSG00000201178.1|Y_RNA,0,0,0,0,0,0,0,0
ENSG00000290320.1|H2BN1,0,0,0,0,0,0,0,0
ENSG00000141314.13|RHBDL3,2613,2678,2536,689,4374,4303,4311,4631
ENSG00000108666.11|C17orf75,1097,1199,1263,322,3209,2992,3443,3530
ENSG00000265139.1|ENSG00000265139,4,2,5,1,0,0,0,0
ENSG00000283774.1|MIR632,1,1,1,1,1,1,1,1
ENSG00000274341.1|ENSG00000274341,9,25,47,5,39,30,30,19
ENSG00000278668.1|ENSG00000278668,21,14,24,9,24,32,18,18
ENSG00000266385.1|ENSG00000266385,9,13,18,4,19,11,9,9
ENSG00000279762.3|ENSG00000279762,20,6,17,3,47,56,7,40
ENSG00000264083.1|ENSG00000264083,14,8,11,4,17,0,13,5
ENSG00000264373.1|ENSG00000264373,2,4,1,0,1,3,3,2
ENSG00000108671.11|PSMD11,5560,6009,6203,1936,7997,7046,6608,7771
ENSG00000176749.9|CDK5R1,11439,13340,13608,4085,7108,6996,16263,18542
ENSG00000236377.2|ENSG00000236377,43,55,34,4,15,16,36,30
ENSG00000006042.12|TMEM98,4608,5459,4616,1459,4653,4418,5128,5634
ENSG00000141316.13|SPACA3,0,0,0,0,8,0,6,0
ENSG00000264598.1|ENSG00000264598,0,0,0,0,0,0,0,0
ENSG00000280349.1|ENSG00000280349,0,0,2,0,0,0,0,0
ENSG00000266535.1|ENSG00000266535,0,0,0,0,0,0,0,0
ENSG00000265544.1|AA06,0,0,0,0,0,0,0,0
ENSG00000265697.1|ENSG00000265697,0,0,0,0,0,0,0,0
ENSG00000265125.5|ENSG00000265125,0,0,0,0,0,0,0,0
ENSG00000265115.1|ENSG00000265115,0,0,0,0,0,3,0,0
ENSG00000264643.1|ENSG00000264643,0,0,0,0,0,0,0,0
ENSG00000265689.1|ENSG00000265689,0,0,0,0,0,0,0,6
ENSG00000283381.1|ENSG00000283381,0,0,0,0,0,0,0,0
ENSG00000283417.1|ENSG00000283417,0,0,0,0,0,0,3,0
ENSG00000279668.4|ENSG00000279668,11,13,16,5,27,28,13,17
ENSG00000265356.2|ENSG00000265356,0,0,16,0,16,0,0,0
ENSG00000263435.1|ENSG00000263435,0,0,0,1,0,2,0,0
ENSG00000279674.1|ENSG00000279674,0,0,3,2,6,6,0,0
ENSG00000263485.1|ENSG00000263485,0,0,0,0,0,0,0,0
ENSG00000265775.1|ENSG00000265775,0,0,0,0,0,0,0,0
ENSG00000252370.1|RNA5SP438,0,0,0,0,0,0,0,0
ENSG00000264791.1|ENSG00000264791,0,0,0,0,0,0,0,0
ENSG00000108684.15|ASIC2,626,660,984,321,514,524,492,536
ENSG00000226049.3|TLK2P1,87,95,109,41,414,333,305,289
ENSG00000263571.3|ENSG00000263571,84,96,146,67,48,23,23,18
ENSG00000108691.10|CCL2,89,97,61,30,117,88,108,84
ENSG00000108688.11|CCL7,0,0,0,0,0,0,0,0
ENSG00000225582.2|ENSG00000225582,0,0,0,0,0,0,0,0
ENSG00000197322.4|TMEM132E-DT,161,168,169,56,396,411,767,921
ENSG00000278860.1|ENSG00000278860,0,1,2,1,0,1,2,0
ENSG00000181291.8|TMEM132E,2716,3240,4063,1304,4796,5098,5471,6475
ENSG00000132141.14|CCT6B,62,48,68,25,160,141,94,185
ENSG00000285559.1|ENSG00000285559,0,0,0,0,0,0,6,0
ENSG00000092871.17|RFFL,872,898,1042,270,2698,2327,2979,3202
ENSG00000267618.5|ENSG00000267618,0,0,0,0,0,15,33,0
ENSG00000267457.1|ENSG00000267457,0,1,3,2,10,2,8,6
ENSG00000185379.21|RAD51D,203,259,302,99,1016,880,858,934
ENSG00000198783.6|ZNF830,660,779,848,237,954,819,917,961
ENSG00000005156.12|LIG3,4524,5071,5320,1676,3891,3521,4656,5119
ENSG00000273687.1|ENSG00000273687,10,11,12,7,12,5,14,2
ENSG00000243423.1|ENSG00000243423,1,5,0,0,4,6,2,3
ENSG00000253084.3|RNU6-840P,1,1,1,1,0,0,0,0
ENSG00000252328.1|Vault,1,1,0,1,1,1,1,1
ENSG00000073536.18|NLE1,412,545,599,176,1601,1473,1489,1579
ENSG00000073598.6|FNDC8,72,70,63,41,16,10,9,3
ENSG00000141161.12|UNC45B,10,0,19,0,6,0,32,14
ENSG00000267782.1|ENSG00000267782,0,0,0,0,0,0,0,0
ENSG00000266981.1|ENSG00000266981,0,0,0,0,0,0,0,0
ENSG00000267744.1|ENSG00000267744,0,0,0,0,0,0,0,0
ENSG00000266947.3|ENSG00000266947,56,29,44,19,177,231,194,119
ENSG00000289211.1|ENSG00000289211,6,2,3,8,0,0,0,0
ENSG00000166750.10|SLFN5,623,756,972,284,2439,1794,938,871
ENSG00000172716.17|SLFN11,14,24,26,0,73,62,83,48
ENSG00000267711.1|ENSG00000267711,0,0,0,0,0,0,0,0
ENSG00000172123.13|SLFN12,54,64,32,11,58,49,134,144
ENSG00000154760.14|SLFN13,101,117,49,15,410,385,358,416
ENSG00000267315.1|UFM1P2,1,0,0,0,1,2,1,1
ENSG00000267547.1|ENSG00000267547,3,2,3,0,0,0,1,5
ENSG00000267745.1|ENSG00000267745,8,8,8,0,29,27,30,17
ENSG00000267648.1|ENSG00000267648,2,11,2,3,3,4,9,9
ENSG00000267102.1|ENSG00000267102,12,10,3,3,12,14,21,4
ENSG00000267312.1|ENSG00000267312,15,20,14,2,15,19,20,30
ENSG00000242660.1|ENSG00000242660,1,1,1,1,2,1,0,3
ENSG00000006125.18|AP2B1,36912,39324,35564,12090,38597,34147,40725,45781
ENSG00000267592.1|ENSG00000267592,0,0,3,0,13,4,8,5
ENSG00000267321.4|SNHG30,441,464,551,177,707,650,574,698
ENSG00000207297.1|SNORD7,2,2,2,1,2,1,7,5
ENSG00000108733.11|PEX12,284,297,228,107,778,747,726,824
ENSG00000270885.2|RASL10B,1442,1743,1780,468,1622,1775,1524,1719
ENSG00000270765.7|GAS2L2,10,28,26,10,67,49,64,68
ENSG00000271392.1|ENSG00000271392,0,0,0,0,10,10,14,8
ENSG00000270806.2|C17orf50,20,10,30,6,31,7,30,20
ENSG00000271447.6|MMP28,4,4,5,3,11,15,10,12
ENSG00000270829.1|ENSG00000270829,0,0,0,0,0,0,0,0
ENSG00000270379.6|HEATR9,0,0,0,0,0,1,2,3
ENSG00000270240.2|ENSG00000270240,0,0,0,0,0,0,0,0
ENSG00000271503.7|CCL5,0,0,0,0,0,0,0,2
ENSG00000271394.1|7SK,0,1,0,0,0,0,0,0
ENSG00000270647.7|TAF15,3441,2983,3592,1172,3697,2887,3640,4152
ENSG00000270871.1|ENSG00000270871,14,8,10,3,58,34,31,31
ENSG00000270894.1|ENSG00000270894,9,0,11,0,20,12,4,9
ENSG00000271268.1|ENSG00000271268,1,2,1,0,2,5,2,4
ENSG00000270977.2|ENSG00000270977,0,1,0,0,5,0,4,4
ENSG00000278023.7|RDM1,13,9,0,0,26,27,64,74
ENSG00000271013.1|LRRC37A9P,3,1,0,1,9,3,8,4
ENSG00000276409.5|CCL14,0,6,16,0,2,1,5,1
ENSG00000275688.4|CCL15-CCL14,0,12,0,0,20,27,41,31
ENSG00000275431.1|ENSG00000275431,3,0,2,0,0,0,0,3
ENSG00000275718.2|CCL15,10,7,13,0,0,2,20,53
ENSG00000278690.1|ENSG00000278690,5,3,0,1,2,0,0,0
ENSG00000275385.2|CCL18,0,2,0,0,0,0,0,0
ENSG00000276241.1|ENSG00000276241,0,0,0,0,0,0,0,0
ENSG00000289485.1|ENSG00000289485,0,0,0,0,0,0,0,0
ENSG00000282738.1|ENSG00000282738,0,0,0,0,0,0,0,0
ENSG00000274808.6|TBC1D3B,0,0,0,0,0,0,0,0
ENSG00000278395.1|ENSG00000278395,1,0,0,0,0,0,0,0
ENSG00000274933.6|TBC1D3I,5,6,6,1,6,7,5,9
ENSG00000265889.1|Y_RNA,0,0,0,0,0,1,0,1
ENSG00000261499.2|ENSG00000261499,202,111,202,94,322,224,216,211
ENSG00000260287.4|TBC1D3G,267,224,178,46,258,236,184,204
ENSG00000274226.6|TBC1D3H,2,0,0,0,2,3,2,5
ENSG00000275954.5|TBC1D3F,0,0,2,0,0,0,0,0
ENSG00000274658.1|TBC1D3JP,0,0,0,0,0,0,0,0
ENSG00000289011.1|ENSG00000289011,0,0,0,0,0,0,0,4
ENSG00000278259.5|MYO19,209,206,261,69,943,807,758,793
ENSG00000273611.5|ZNHIT3,1098,1032,650,341,1367,647,1407,1485
ENSG00000274164.1|RNA5SP439,1,2,1,0,6,5,4,3
ENSG00000277161.2|PIGW,161,134,213,70,294,224,245,286
ENSG00000278311.5|GGNBP2,2532,2906,3013,993,3213,2661,3516,3531
ENSG00000274756.1|ENSG00000274756,11,6,9,3,61,21,31,31
ENSG00000278535.5|DHRS11,342,407,402,122,419,431,379,490
ENSG00000278619.5|MRM1,49,79,66,20,80,95,69,87
ENSG00000277268.2|LHX1-DT,17,7,0,0,15,9,19,14
ENSG00000276707.1|ENSG00000276707,0,0,0,0,0,0,0,0
ENSG00000273706.5|LHX1,175,187,40,18,24,22,37,54
ENSG00000275700.6|AATF,512,554,650,199,734,556,633,676
ENSG00000277911.1|ENSG00000277911,0,0,0,0,0,0,0,0
ENSG00000277589.1|ENSG00000277589,0,0,0,0,1,0,1,1
ENSG00000276326.1|MIR2909,0,0,0,1,0,0,0,0
