gene_id,ERR1338025,ERR1338026,ERR1338027,ERR1338028,ERR1338029,ERR1338030,ERR1338031,ERR1338032
ENSG00000176125.7|UFSP1,6,21,27,5,18,39,44,35
ENSG00000239825.3|RN7SL549P,3,0,2,0,4,4,2,5
ENSG00000169894.18|MUC3A,597,695,457,123,426,346,758,977
ENSG00000205277.10|MUC12,339,273,165,48,172,193,225,252
ENSG00000274993.1|ENSG00000274993,20,32,16,9,76,84,90,120
ENSG00000227053.2|MUC12-AS1,37,51,34,8,45,86,67,58
ENSG00000169871.13|TRIM56,1171,1232,1699,471,4320,3329,1982,1992
ENSG00000106384.12|MOGAT3,0,0,0,0,0,0,0,3
ENSG00000205267.5|DGAT2L7P,0,0,0,0,0,0,0,0
ENSG00000213394.3|RPSAP46,0,1,1,1,1,8,2,3
ENSG00000106366.9|SERPINE1,167,262,1797,341,775,638,290,429
ENSG00000106367.15|AP1S1,3958,4670,3752,1239,3944,4146,5878,6774
ENSG00000264425.1|MIR4653,2,4,1,0,0,2,7,3
ENSG00000128564.8|VGF,2348,2992,4081,1184,10667,11000,14012,15553
ENSG00000167011.9|NAT16,151,166,194,45,643,659,803,896
ENSG00000106397.12|PLOD3,422,512,602,201,1916,1729,1591,1755
ENSG00000106400.12|ZNHIT1,2122,2645,2737,780,3137,3038,2998,3188
ENSG00000106404.14|CLDN15,77,65,124,28,347,337,213,202
ENSG00000207454.1|RNU6-1104P,0,0,0,0,0,0,0,0
ENSG00000214252.4|AZGP1P2,0,0,0,0,0,0,7,0
ENSG00000232301.3|LNCPRESS1,0,0,0,0,3,0,0,3
ENSG00000128581.17|IFT22,659,747,790,212,2098,1978,1625,1773
ENSG00000233683.1|ENSG00000233683,0,0,0,0,0,0,0,0
ENSG00000233123.2|LINC01007,0,0,0,0,0,0,0,0
ENSG00000214253.9|FIS1,1004,1169,1264,319,2690,3332,3799,4066
ENSG00000278683.1|ENSG00000278683,7,3,5,0,2,0,2,2
ENSG00000288749.2|ENSG00000288749,3,0,0,0,0,6,0,0
ENSG00000232445.2|EMSLR,940,1116,1226,396,115,104,223,279
ENSG00000160963.14|COL26A1,2108,2309,2246,563,1476,1811,2216,2176
ENSG00000257923.12|CUX1,6162,6957,6512,1906,6019,5222,6464,6528
ENSG00000259294.1|ENSG00000259294,0,0,0,0,4,0,7,0
ENSG00000261535.1|ENSG00000261535,0,0,0,0,0,0,3,0
ENSG00000280404.1|ENSG00000280404,0,1,0,0,2,2,0,0
ENSG00000280004.1|ENSG00000280004,0,0,0,0,0,0,0,0
ENSG00000279724.1|ENSG00000279724,0,0,0,0,2,0,0,2
ENSG00000252824.1|ENSG00000252824,0,0,0,0,1,0,0,0
ENSG00000278586.1|ENSG00000278586,0,0,2,0,0,0,0,0
ENSG00000160999.11|SH2B2,650,781,925,233,769,762,978,909
ENSG00000272219.1|ENSG00000272219,2,0,2,0,1,3,0,1
ENSG00000264675.1|MIR4285,1,1,1,0,2,2,0,0
ENSG00000170409.7|ENSG00000170409,0,5,0,0,9,4,0,4
ENSG00000200552.1|Y_RNA,0,0,0,0,0,0,0,0
ENSG00000228546.2|PMS2P12,0,0,0,0,0,0,12,0
ENSG00000260097.3|SPDYE6,18,7,26,7,113,71,70,110
ENSG00000239969.7|ENSG00000239969,0,0,0,0,1,0,0,1
ENSG00000239480.1|ENSG00000239480,0,0,6,0,8,16,17,10
ENSG00000160991.17|ORAI2,5342,5950,5666,1733,4863,4802,5903,6217
ENSG00000161036.13|LRWD1,833,1044,1357,363,937,901,852,1045
ENSG00000284596.1|MIR4467,0,5,2,2,2,1,2,1
ENSG00000170667.16|RASA4B,1625,1765,1928,606,6109,5401,6122,5256
ENSG00000205238.12|SPDYE2,72,48,114,26,156,101,149,144
ENSG00000105808.19|RASA4,1038,1152,1112,362,5375,5611,6272,6471
ENSG00000173678.15|SPDYE2B,79,55,120,29,169,104,156,149
ENSG00000222011.9|FAM185A,408,352,402,140,505,437,523,545
ENSG00000161040.19|FBXL13,93,74,80,38,215,205,175,177
ENSG00000252643.1|RNU6-1136P,0,0,2,0,2,1,0,1
ENSG00000230257.7|NFE4,0,2,0,0,0,6,0,0
ENSG00000236226.1|ENSG00000236226,0,0,0,0,2,0,0,0
ENSG00000170632.14|ARMC10,1019,1169,1454,426,1484,1311,1532,1779
ENSG00000161048.12|NAPEPLD,244,206,218,71,813,637,609,686
ENSG00000236848.2|RPL23AP95,0,0,0,0,4,2,1,7
ENSG00000289956.1|ENSG00000289956,5,3,3,0,3,0,0,9
ENSG00000279482.1|ENSG00000279482,0,0,1,0,1,3,12,4
ENSG00000170629.17|DPY19L2P2,0,0,0,0,0,1,0,0
ENSG00000237632.3|S100A11P1,0,0,2,0,2,0,3,0
ENSG00000105819.15|PMPCB,4712,4874,4631,1371,5303,4990,5545,6258
ENSG00000105821.15|DNAJC2,758,789,728,221,1849,1473,1615,1956
ENSG00000161057.13|PSMC2,3008,3412,3467,1057,4252,3514,3455,3732
ENSG00000170615.16|SLC26A5,16,12,10,8,108,55,43,48
ENSG00000251852.1|Y_RNA,0,0,0,0,0,0,0,0
ENSG00000252047.1|Y_RNA,0,0,0,0,0,0,0,0
ENSG00000234715.2|SLC26A5-AS1,0,0,8,4,10,0,0,0
ENSG00000222386.1|RN7SKP86,0,0,0,0,0,0,0,0
ENSG00000128563.13|PRKRIP1,2360,2838,2547,901,3158,2554,2629,2852
ENSG00000290830.1|ENSG00000290830,100,155,95,30,73,74,81,56
ENSG00000239486.1|ENSG00000239486,4,5,8,3,19,17,18,11
ENSG00000221510.1|MIR548O,1,1,0,1,0,3,2,2
ENSG00000160993.4|ALKBH4,197,241,258,86,728,791,711,724
ENSG00000284176.1|MIR5090,1,1,1,1,1,1,1,1
ENSG00000005075.16|POLR2J,513,591,586,154,1537,1722,1529,1908
ENSG00000284981.2|UPK3BL2,301,331,455,138,738,867,1406,1123
ENSG00000168255.20|POLR2J3,83,74,63,38,1158,566,318,1029
ENSG00000270249.2|ENSG00000270249,46,1,65,0,241,0,0,228
ENSG00000285437.2|POLR2J3,125,193,176,50,642,699,953,763
ENSG00000279168.2|ENSG00000279168,67,53,67,21,463,408,470,533
ENSG00000205236.6|ENSG00000205236,140,14,71,6,1122,468,717,1493
ENSG00000267368.1|UPK3BL1,150,21,14,2,17,47,7,35
ENSG00000267645.5|ENSG00000267645,93,395,490,152,2687,2387,2986,3115
ENSG00000228049.8|POLR2J2,22,26,46,14,291,230,334,324
ENSG00000233297.4|RASA4DP,76,120,97,30,928,866,1076,1049
ENSG00000286830.1|ENSG00000286830,20,8,14,0,52,26,40,24
ENSG00000213385.3|RPL7AP39,81,97,84,30,130,80,145,141
ENSG00000238324.1|RN7SKP198,4,0,2,2,2,3,4,0
ENSG00000128606.13|LRRC17,191,160,443,121,81,76,225,173
ENSG00000233025.1|CRYZP1,13,6,14,4,45,25,22,22
ENSG00000224415.1|ENSG00000224415,3,3,2,0,6,5,6,6
ENSG00000291139.1|DPY19L2P2,314,361,426,159,1250,830,1314,1486
ENSG00000289613.1|ENSG00000289613,325,315,195,77,200,159,206,258
ENSG00000235354.1|RPS29P16,27,18,14,10,77,28,35,36
ENSG00000189056.15|RELN,1198,1098,2628,794,1022,906,5420,5478
ENSG00000164815.11|ORC5,265,292,379,97,974,851,869,921
ENSG00000187416.13|LHFPL3,116,141,181,57,107,93,99,89
ENSG00000226869.6|LHFPL3-AS1,0,0,0,0,0,0,0,3
ENSG00000237606.2|ENSG00000237606,0,0,0,0,0,0,0,0
ENSG00000225329.3|LHFPL3-AS2,0,0,0,0,0,0,0,0
ENSG00000197258.5|EIF4BP6,1052,1112,714,255,1001,1069,1200,1202
ENSG00000243352.3|RN7SL8P,1,1,1,0,1,1,1,0
ENSG00000228393.6|LINC01004,196,141,161,46,672,430,481,607
ENSG00000135250.17|SRPK2,3203,3461,2722,1032,8576,7607,9532,9919
ENSG00000270764.1|ENSG00000270764,0,0,0,0,0,0,0,3
ENSG00000271482.1|ENSG00000271482,0,0,0,0,0,0,0,0
ENSG00000213361.2|RPL36P12,0,0,0,0,0,1,0,2
ENSG00000242154.1|ENSG00000242154,0,2,8,0,1,5,4,7
ENSG00000201179.1|RNU6-1322P,0,0,0,0,0,0,0,0
ENSG00000239569.5|KMT2E-AS1,95,67,77,18,246,222,470,528
ENSG00000005483.23|KMT2E,16834,16488,13655,4864,18082,15580,18711,20475
ENSG00000289360.1|ENSG00000289360,1,1,1,1,1,1,1,1
ENSG00000288914.1|ENSG00000288914,1,1,1,1,1,1,1,1
ENSG00000272918.1|ENSG00000272918,66,43,66,14,188,128,126,172
ENSG00000244490.1|RWDD4P1,59,55,68,23,55,61,94,85
ENSG00000091127.14|PUS7,131,145,119,39,422,311,416,390
ENSG00000185055.11|EFCAB10,69,52,71,35,111,105,73,103
ENSG00000146776.15|ATXN7L1,344,349,325,80,1058,869,1129,1259
ENSG00000223886.3|ENSG00000223886,6,11,11,2,16,4,19,11
ENSG00000135249.8|RINT1,1558,1544,1678,563,2090,1460,1606,1784
ENSG00000272604.1|EFCAB10-AS1,75,84,94,22,99,82,91,58
ENSG00000231167.3|YBX1P2,46,47,58,16,139,128,150,178
ENSG00000226624.1|RPL13AP16,4,3,2,0,3,2,1,2
ENSG00000128536.16|CDHR3,3809,3670,6529,1548,3039,2111,1981,2113
ENSG00000280439.1|ENSG00000280439,1,1,1,1,1,1,1,1
ENSG00000008282.10|SYPL1,631,564,585,211,1993,1646,1703,1630
ENSG00000105835.13|NAMPT,1446,1292,1111,427,7028,5098,5156,5468
ENSG00000273320.2|ENSG00000273320,38,39,61,24,58,37,62,80
ENSG00000243797.6|ENSG00000243797,0,0,0,0,0,0,0,0
ENSG00000286076.2|ENSG00000286076,0,0,0,0,0,0,0,0
ENSG00000290116.1|ENSG00000290116,0,0,0,0,0,0,0,0
ENSG00000267052.3|ENSG00000267052,0,0,0,0,0,0,5,0
ENSG00000286013.1|ENSG00000286013,0,0,0,0,0,0,0,0
ENSG00000253276.5|CCDC71L,823,931,889,237,1908,1880,2658,3402
ENSG00000243193.4|PRKAR2B-AS1,0,0,0,0,4,0,0,0
ENSG00000228341.1|ENSG00000228341,0,0,0,0,0,0,0,0
ENSG00000250474.2|WBP1LP2,0,1,3,3,2,0,8,0
ENSG00000225935.1|BANF1P5,0,0,0,0,0,0,0,0
ENSG00000233705.9|SLC26A4-AS1,0,0,0,0,0,0,0,0
ENSG00000091137.14|SLC26A4,0,0,21,0,9,0,4,18
ENSG00000005249.14|PRKAR2B,9223,9096,8015,2725,5669,5105,7865,9298
ENSG00000105856.14|HBP1,3708,3670,3305,1242,3347,2679,3742,4166
ENSG00000272072.1|ENSG00000272072,24,16,31,9,125,29,78,80
ENSG00000164597.15|COG5,2017,2249,2205,672,4868,3910,5276,6030
ENSG00000172209.6|GPR22,253,224,128,34,142,76,66,41
ENSG00000105865.11|DUS4L,427,500,636,157,505,413,418,564
ENSG00000288558.3|DUS4L-BCAP29,1499,1407,1343,285,1801,1537,1651,970
ENSG00000272854.1|ENSG00000272854,2,2,3,2,22,9,9,9
ENSG00000075790.12|BCAP29,816,1037,1153,407,862,758,964,1683
ENSG00000238832.1|ENSG00000238832,4,5,6,1,7,4,8,7
ENSG00000105879.13|CBLL1,2667,2904,2772,885,2936,2507,3283,3472
ENSG00000241764.5|CBLL1-AS1,29,41,35,11,124,125,106,125
ENSG00000091136.15|LAMB1,1521,1518,3238,910,3549,3733,5335,4570
ENSG00000238297.2|U3,0,0,0,0,0,0,0,0
ENSG00000091140.15|DLD,4661,4966,4710,1430,4460,4251,5313,6142
ENSG00000273055.1|ENSG00000273055,47,24,47,21,34,44,28,53
ENSG00000091128.13|LAMB4,0,0,0,0,0,0,0,0
ENSG00000091129.22|NRCAM,8292,8385,8930,2922,23135,18548,16863,18585
ENSG00000135241.17|PNPLA8,1538,1779,1817,573,4645,4175,6159,6983
ENSG00000225647.2|ENSG00000225647,39,30,8,7,10,12,3,22
ENSG00000231006.1|RPL7P32,199,184,173,58,217,254,192,279
ENSG00000177683.14|THAP5,972,996,978,354,3043,2306,2641,2983
ENSG00000128590.5|DNAJB9,4066,4221,3956,1500,4231,3416,4728,5337
ENSG00000226965.2|ENSG00000226965,0,0,0,0,7,0,0,7
ENSG00000278424.1|ENSG00000278424,0,0,0,0,0,0,0,0
ENSG00000287186.1|ENSG00000287186,0,0,0,0,0,0,3,0
ENSG00000184903.10|IMMP2L,80,122,80,41,389,469,300,390
ENSG00000228540.1|ENSG00000228540,0,0,0,0,0,0,0,0
ENSG00000243621.1|ENSG00000243621,0,0,0,0,0,0,0,0
ENSG00000227948.4|ENSG00000227948,0,0,0,0,0,0,0,3
ENSG00000173114.13|LRRN3,6799,7449,8468,2607,3454,3161,11783,14321
ENSG00000128512.24|DOCK4,1846,2082,1934,595,5115,4112,6462,7263
ENSG00000287011.1|ENSG00000287011,0,8,0,2,3,1,7,13
ENSG00000222346.1|RNA5SP237,0,0,0,0,0,0,1,0
ENSG00000234358.1|RPL7AP42,0,1,2,1,0,1,0,1
ENSG00000202406.1|RN7SKP187,0,1,0,0,0,1,1,1
ENSG00000226851.1|ZNF277-AS1,0,0,0,0,0,0,0,0
ENSG00000230999.1|MTND5P8,0,0,0,0,0,0,0,0
ENSG00000232922.1|MTND6P24,0,0,0,0,0,0,0,0
ENSG00000236232.1|MTCYBP24,0,0,0,0,0,0,0,0
ENSG00000225572.1|DOCK4-AS1,11,7,12,0,29,8,28,29
ENSG00000198839.10|ZNF277,1479,1548,1500,443,1777,1611,1504,1546
ENSG00000006652.15|IFRD1,6515,6600,5216,1714,7676,5828,6785,7228
ENSG00000288640.1|ENSG00000288640,0,0,456,0,0,0,0,114
ENSG00000181016.9|LSMEM1,141,109,39,56,159,124,133,82
ENSG00000180019.6|ENSG00000180019,2,0,0,0,2,0,2,5
ENSG00000288634.1|ENSG00000288634,1,1,1,1,1,1,1,1
ENSG00000182965.6|NPM1P14,0,0,0,0,0,0,0,0
ENSG00000223646.2|LINC03076,32,40,40,8,0,6,1,6
ENSG00000225358.1|MIPEPP1,0,0,0,0,17,0,14,3
ENSG00000146802.13|TMEM168,412,396,505,120,1784,1329,1147,1247
ENSG00000164603.12|BMT2,987,990,846,313,2270,2021,2554,2715
ENSG00000225457.1|ENSG00000225457,0,0,0,0,3,0,6,7
ENSG00000289630.2|ENSG00000289630,0,0,0,0,0,0,0,0
ENSG00000279288.1|ENSG00000279288,54,37,42,14,75,109,180,216
ENSG00000164604.14|GPR85,944,952,783,214,1561,1192,3182,3648
ENSG00000214194.9|SMIM30,710,722,690,214,2112,1937,1601,1817
ENSG00000154415.8|PPP1R3A,3,0,0,0,0,0,0,0
ENSG00000128573.28|FOXP2,5493,5486,5001,1550,3757,3474,3320,3386
ENSG00000224595.1|ENSG00000224595,0,0,0,1,9,1,0,0
ENSG00000202334.1|RNA5SP238,0,0,0,0,0,0,0,0
ENSG00000272230.1|MIR3666,0,0,0,0,0,0,1,0
ENSG00000236580.1|RPL36P13,2,0,0,0,2,0,0,0
ENSG00000282859.1|ENSG00000282859,2,2,0,0,0,0,3,0
ENSG00000135272.13|MDFIC,681,702,626,181,837,678,459,472
ENSG00000225535.7|LINC01393,0,0,5,0,15,11,5,9
ENSG00000233607.1|LINC01392,0,0,0,0,0,0,0,0
ENSG00000226962.1|RAC1P6,0,0,0,0,0,0,0,0
ENSG00000199764.1|Y_RNA,0,0,0,0,0,0,0,0
ENSG00000242072.1|ENSG00000242072,0,0,0,0,0,0,0,0
ENSG00000105967.16|TFEC,0,0,10,3,0,0,0,0
ENSG00000135269.18|TES,2253,2410,1668,590,1288,1242,2796,3416
ENSG00000243243.5|ENSG00000243243,0,0,0,0,0,0,0,8
ENSG00000237813.4|ENSG00000237813,0,0,0,0,0,0,0,0
ENSG00000237870.6|ENSG00000237870,0,0,0,0,0,0,0,0
ENSG00000213167.3|Metazoa_SRP,0,0,0,0,0,0,0,0
ENSG00000279086.1|ENSG00000279086,7,3,15,5,10,4,36,10
ENSG00000105971.15|CAV2,486,450,773,200,1105,906,1780,1835
ENSG00000105974.13|CAV1,135,160,916,260,655,707,683,1118
ENSG00000235427.1|ENSG00000235427,0,0,0,0,0,0,0,0
ENSG00000105976.16|MET,1133,1207,2714,710,4180,3735,1523,1578
ENSG00000235945.1|ENSG00000235945,0,0,0,0,17,5,14,0
ENSG00000198898.16|CAPZA2,5384,5955,5785,1590,5383,4676,5760,6031
ENSG00000252115.1|Y_RNA,2,0,2,0,9,2,3,11
ENSG00000214188.9|ST7-OT4,15,12,49,0,10,11,2,3
ENSG00000276100.1|ENSG00000276100,0,0,1,0,0,0,0,0
ENSG00000228368.1|ENSG00000228368,0,0,0,0,0,0,0,0
ENSG00000004866.22|ST7,3016,3112,2988,884,3453,2738,3527,4132
ENSG00000226367.6|ST7-AS2,1,3,2,1,12,8,9,5
ENSG00000287829.1|ENSG00000287829,0,0,3,0,4,0,0,0
ENSG00000274344.1|ENSG00000274344,0,0,0,0,0,0,0,0
ENSG00000275054.1|ENSG00000275054,0,1,0,0,1,0,0,0
ENSG00000227532.1|ENSG00000227532,0,0,0,0,0,0,0,2
ENSG00000227199.1|ST7-AS1,279,337,357,121,647,622,395,522
ENSG00000275359.1|ENSG00000275359,15,27,12,5,1,1,1,1
ENSG00000277583.1|ENSG00000277583,9,6,9,3,1,1,1,1
ENSG00000288635.1|ENSG00000288635,11,0,3,0,0,0,5,0
ENSG00000273596.1|ENSG00000273596,1,5,1,4,1,1,1,2
ENSG00000273571.1|ENSG00000273571,1,1,1,2,1,1,2,0
ENSG00000274606.1|ENSG00000274606,5,0,0,0,0,0,1,0
ENSG00000213050.5|TPM3P1,2,0,0,0,0,0,0,0
ENSG00000283923.1|MIR6132,1,1,1,1,1,1,1,1
ENSG00000278526.1|ENSG00000278526,30,23,34,7,21,26,44,58
ENSG00000278482.1|ENSG00000278482,2,3,0,0,5,3,0,0
ENSG00000230785.2|ENSG00000230785,0,0,0,0,0,0,0,0
ENSG00000230605.1|MTCYBP6,0,0,0,0,0,0,0,0
ENSG00000224042.2|MTND4P6,1,0,0,0,0,0,0,0
ENSG00000001626.18|CFTR,7,6,11,0,0,11,0,6
ENSG00000237974.1|ENSG00000237974,0,0,0,0,0,0,0,0
ENSG00000232661.1|CFTR-AS1,0,0,0,0,0,0,0,0
ENSG00000234001.1|ENSG00000234001,0,0,0,0,0,0,0,0
ENSG00000083622.8|ENSG00000083622,0,0,0,0,0,0,0,0
ENSG00000077063.11|CTTNBP2,429,412,407,133,1087,954,1572,1725
ENSG00000128534.8|LSM8,6241,5724,6295,1655,8987,6223,8492,8619
ENSG00000252023.1|RNU6-581P,0,0,0,0,0,0,0,0
ENSG00000231295.1|ENSG00000231295,0,0,2,0,3,6,0,0
ENSG00000184408.10|KCND2,943,936,923,285,1130,1141,790,924
ENSG00000106025.9|TSPAN12,200,198,166,73,811,727,598,683
ENSG00000071243.16|ING3,585,720,468,178,786,694,783,759
ENSG00000106034.18|CPED1,503,346,1028,258,96,91,301,255
ENSG00000234927.1|HMGN1P18,0,1,0,1,2,0,2,0
ENSG00000212628.1|RNA5SP241,0,0,0,0,0,0,0,0
ENSG00000207090.1|RNU6-517P,0,0,0,0,0,0,0,0
ENSG00000002745.13|WNT16,16,11,26,0,22,7,28,30
ENSG00000196937.11|FAM3C,1400,1351,1421,510,4252,3680,3364,3813
ENSG00000234985.2|ENSG00000234985,2,1,1,1,9,7,3,2
ENSG00000289578.1|ENSG00000289578,0,0,0,0,468,306,95,56
ENSG00000106278.12|PTPRZ1,3497,2893,2335,648,7514,6542,3859,3966
ENSG00000008311.16|AASS,887,740,871,241,4012,2854,2233,2266
ENSG00000234418.4|ENSG00000234418,23,0,7,0,14,0,0,0
ENSG00000226636.1|ENSG00000226636,0,3,0,0,0,0,0,0
ENSG00000252003.1|RNU7-154P,1,0,0,0,0,0,0,1
ENSG00000213302.3|RPL31P37,3,0,0,0,0,0,0,0
ENSG00000128610.12|FEZF1,0,0,0,0,0,0,22,0
ENSG00000230316.8|FEZF1-AS1,0,0,6,0,0,3,28,0
ENSG00000081803.17|CADPS2,440,530,572,178,1430,1253,797,869
ENSG00000240499.7|ENSG00000240499,0,0,0,0,0,0,0,0
ENSG00000225795.1|ENSG00000225795,0,0,0,0,0,0,0,0
ENSG00000188050.3|RNF133,0,0,0,0,0,0,0,3
ENSG00000235631.2|RNF148,0,0,1,0,0,0,0,0
ENSG00000227573.2|ENSG00000227573,0,0,2,0,0,0,0,0
ENSG00000235459.5|RPS26P31,8,12,8,6,12,13,3,7
ENSG00000207338.1|RNU6-296P,0,0,0,0,0,1,0,0
ENSG00000128609.16|NDUFA5,3008,3202,2714,894,7705,6906,8402,9866
ENSG00000164675.11|IQUB,145,122,153,41,294,213,267,325
ENSG00000232524.1|ENSG00000232524,22,26,14,3,10,12,15,14
ENSG00000170807.12|LMOD2,0,0,0,4,0,0,0,0
ENSG00000106299.8|WASL,1964,1946,1913,562,5951,4985,5309,5479
ENSG00000272686.1|WASL-DT,655,666,772,240,995,969,945,1146
ENSG00000241345.1|ENSG00000241345,0,0,0,0,0,0,0,0
ENSG00000242593.8|ENSG00000242593,5,5,5,6,9,8,0,15
ENSG00000243574.2|ENSG00000243574,0,0,0,0,0,0,0,0
ENSG00000241324.1|ENSG00000241324,0,0,0,0,0,0,0,0
ENSG00000230268.4|SSU72L6,0,0,0,0,0,0,0,0
ENSG00000234224.3|TMEM229A,19,4,9,8,32,26,14,25
ENSG00000213296.4|ENSG00000213296,4,1,2,1,2,1,1,1
ENSG00000279419.1|ENSG00000279419,1,3,3,2,8,9,3,9
ENSG00000170775.3|GPR37,117,124,248,99,1024,857,708,879
ENSG00000128513.16|POT1,607,715,590,202,1906,1727,1921,2023
ENSG00000224897.9|POT1-AS1,147,163,152,35,184,86,147,155
ENSG00000186676.3|EEF1GP1,0,5,0,0,0,0,0,0
ENSG00000224899.1|LINC02830,0,0,0,0,0,0,0,0
ENSG00000219445.2|ENSG00000219445,0,0,0,0,3,3,0,0
ENSG00000213291.3|RPL31P39,0,0,0,0,0,0,0,0
ENSG00000234071.1|ENSG00000234071,0,5,0,0,0,0,0,0
ENSG00000227847.1|PPIAP93,0,0,0,0,0,0,0,0
ENSG00000205898.3|ENSG00000205898,2,4,3,4,17,15,6,7
ENSG00000179603.19|GRM8,124,130,163,58,275,278,1173,1391
ENSG00000287702.1|ENSG00000287702,0,0,0,0,0,0,0,0
ENSG00000227249.1|ENSG00000227249,0,0,0,0,0,0,0,0
ENSG00000224981.1|ENSG00000224981,0,2,1,0,5,1,9,10
ENSG00000230820.2|ENSG00000230820,0,0,0,0,0,0,0,0
ENSG00000207692.3|MIR592,0,0,0,0,0,0,0,0
ENSG00000287568.1|ENSG00000287568,1,1,1,1,0,0,0,0
ENSG00000236340.6|GRM8-AS1,8,0,0,0,0,0,0,1
ENSG00000236105.1|PRELID3BP10,1,2,0,0,2,9,2,3
ENSG00000048405.11|ZNF800,481,520,418,150,1690,1340,1447,1310
ENSG00000279265.1|ENSG00000279265,24,10,8,0,28,20,44,46
ENSG00000224138.1|ENSG00000224138,92,39,51,20,39,19,39,35
ENSG00000280347.1|ENSG00000280347,95,24,78,12,238,94,208,152
ENSG00000179562.3|GCC1,435,520,534,173,2103,1505,1766,1807
ENSG00000004059.11|ARF5,4604,5698,5980,1794,5118,5548,5892,6769
ENSG00000106328.10|FSCN3,8,0,10,0,0,0,0,0
ENSG00000240790.3|SND1-DT,0,0,0,0,0,6,2,0
ENSG00000240579.1|ENSG00000240579,0,0,0,0,0,0,0,0
ENSG00000207588.1|MIR593,0,2,1,2,6,3,1,1
ENSG00000197157.11|SND1,10095,10908,11918,3936,18920,16258,14103,15033
ENSG00000279078.1|SND1-IT1,14,11,29,13,33,30,32,24
ENSG00000128594.8|LRRC4,511,590,654,189,1261,1299,1056,1224
ENSG00000289434.2|ENSG00000289434,0,0,0,0,0,0,0,0
ENSG00000292309.1|ENSG00000292309,6,12,17,3,34,24,20,11
ENSG00000207705.2|MIR129-1,1,0,0,0,0,0,0,1
ENSG00000106344.8|RBM28,1262,1173,1404,425,4776,3119,3165,3048
ENSG00000238750.1|RNU7-27P,0,0,0,0,0,0,0,0
ENSG00000224940.10|PRRT4,251,341,299,87,750,662,921,1016
ENSG00000106348.19|IMPDH1,722,809,1032,285,2568,2490,3403,3785
ENSG00000174697.5|LEP,5,0,9,0,0,0,5,0
ENSG00000272915.1|ENSG00000272915,10,6,7,0,16,6,6,10
ENSG00000242261.1|ENSG00000242261,55,36,54,8,0,0,0,0
ENSG00000228700.1|ENSG00000228700,0,0,0,0,0,0,0,0
ENSG00000238590.1|RNU7-54P,0,0,0,0,0,0,0,0
ENSG00000273184.1|ENSG00000273184,0,40,51,0,162,119,23,123
ENSG00000165055.16|METTL2B,2903,2845,3238,989,3004,2647,3031,3288
ENSG00000281896.1|ENSG00000281896,0,0,1,0,1,0,1,1
ENSG00000223189.1|RNU6-177P,0,0,0,0,0,0,0,1
ENSG00000241493.1|ENSG00000241493,0,0,0,0,0,0,0,0
ENSG00000205085.13|GARIN1A,90,39,53,15,52,58,62,74
ENSG00000135245.10|HILPDA,552,648,621,226,3028,1561,1092,948
ENSG00000240758.2|HILPDA-AS1,77,74,62,23,436,166,124,105
ENSG00000272601.1|EFCAB3P1,29,30,29,7,127,75,23,23
ENSG00000276988.1|Metazoa_SRP,8,4,4,0,16,11,13,14
ENSG00000273270.1|LINC03072,229,247,388,109,629,739,670,750
ENSG00000242588.7|ENSG00000242588,5563,4891,7009,1964,7777,5664,4581,4819
ENSG00000280828.1|ENSG00000280828,47,51,52,18,53,36,54,82
ENSG00000213280.2|ENSG00000213280,5,10,8,1,29,25,12,24
ENSG00000243302.3|ENSG00000243302,1,1,1,1,1,1,1,1
ENSG00000230715.3|ENSG00000230715,1,1,1,1,1,1,1,1
ENSG00000229413.2|ENSG00000229413,1,1,1,1,0,0,0,0
ENSG00000243679.1|ENSG00000243679,1,1,1,1,1,2,1,1
ENSG00000281490.1|CICP14,1,1,1,1,0,0,0,0
ENSG00000271553.1|ENSG00000271553,15,28,46,3,17,22,7,29
ENSG00000271344.1|ENSG00000271344,34,14,22,3,37,26,16,10
ENSG00000135248.16|GARIN1B,17,12,0,6,7,6,0,7
ENSG00000128595.17|CALU,14044,15287,17291,5922,15126,11753,16453,16716
ENSG00000135253.16|KCP,20,0,20,8,41,32,41,32
ENSG00000244218.3|RN7SL81P,31,6,11,8,27,9,31,18
ENSG00000128617.3|OPN1SW,12,19,16,0,25,32,29,38
ENSG00000128596.17|CCDC136,5264,5289,5960,1835,6679,5511,5648,6559
ENSG00000128591.16|FLNC,8867,10796,12499,3745,20672,13005,12785,11252
ENSG00000242902.1|FLNC-AS1,12,7,8,2,82,53,33,47
ENSG00000128524.5|ATP6V1F,3405,3737,3985,1206,4190,4336,3986,4588
ENSG00000272899.4|ATP6V1FNB,76,160,208,54,180,166,113,100
ENSG00000224163.4|ENSG00000224163,8,0,0,8,46,31,0,64
ENSG00000128604.21|IRF5,106,147,258,44,33,47,192,188
ENSG00000064419.14|TNPO3,1565,1720,1913,600,5387,4797,6080,6758
ENSG00000242241.3|RN7SL306P,0,0,3,0,1,0,0,0
ENSG00000275106.1|ENSG00000275106,3,3,7,2,1,3,9,18
ENSG00000244556.1|ODCP,23,20,43,12,80,38,70,75
ENSG00000230359.5|TPI1P2,9,24,24,6,24,48,31,28
ENSG00000242162.1|ENSG00000242162,1,0,0,0,0,0,0,0
ENSG00000230626.5|ENSG00000230626,9,16,12,4,11,18,9,15
ENSG00000200629.1|RNY1P11,0,0,2,1,0,1,0,2
ENSG00000158457.6|TSPAN33,480,656,852,270,926,869,1103,1172
