gene_ID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
,17.00882833,-1.26923589,0.382432527,-3.318849209,0.000903892,0.098594773
,3705.001085,0.463431115,0.140106757,3.307699968,0.000940655,0.098643998
,142.5610123,-0.728804954,0.220614099,-3.303528461,0.000954763,0.098643998
,3999.436948,0.36792835,0.111067151,3.312665769,0.000924113,0.098643998
,82.34952633,-0.627710336,0.189883555,-3.305764602,0.000947176,0.098643998
,399.4312865,0.629212094,0.190304559,3.30634272,0.000945224,0.098643998
,18.40133553,1.465771198,0.442994824,3.308777255,0.000937044,0.098643998
,109.7943981,-0.617594584,0.186677231,-3.308355178,0.000938457,0.098643998
,343.1516891,0.480060989,0.145363327,3.302490384,0.000958304,0.098643998
,22.98670502,-1.809475834,0.54842553,-3.299401166,0.000968913,0.099159604
,78.69096706,-0.424765877,0.129133892,-3.289344649,0.00100421,0.099327004
,15.92078595,-1.363626481,0.413921529,-3.294408204,0.000986292,0.099327004
,783.1705267,0.604477864,0.183674657,3.291024868,0.000998231,0.099327004
,149.1903111,0.624188846,0.18974399,3.289636983,0.001003167,0.099327004
,6343.874897,0.324768353,0.098712227,3.290051945,0.001001689,0.099327004
,2678.690512,0.516424499,0.156796006,3.29360748,0.000989105,0.099327004
,62.31275131,2.005419556,0.611767006,3.278077333,0.001045168,0.101524046
,332.1036491,0.569961752,0.173942589,3.276723401,0.001050192,0.101524046
,156.2452226,2.125263097,0.648854379,3.275408422,0.001055093,0.101524046
,26.83316618,-0.815004489,0.248634735,-3.277918864,0.001045754,0.101524046
,140095.5845,0.37736569,0.114997634,3.281508307,0.001032535,0.101524046
,19.42246498,-1.1718735,0.358180637,-3.271738835,0.001068883,0.102100792
,146.3515037,-0.633172351,0.19358619,-3.270751662,0.001072621,0.102100792
,28.45469355,0.722052173,0.220887732,3.268864989,0.001079798,0.102234362
,2499.536165,1.055536532,0.323863616,3.259200724,0.001117266,0.1041146
,849.4976376,0.358399754,0.110077808,3.255876558,0.001130429,0.1041146
,98.04775854,1.205390901,0.370348744,3.25474548,0.00113494,0.1041146
,1178.916805,0.518340295,0.159055497,3.258864398,0.001118591,0.1041146
,1557.774204,-0.469571365,0.144167736,-3.257118264,0.001125495,0.1041146
,934.953785,0.96488235,0.296080646,3.258849788,0.001118649,0.1041146
,3223.855217,0.302268197,0.092983284,3.250779959,0.001150889,0.104494814
,71362.29406,0.361556898,0.111195352,3.251546862,0.001147789,0.104494814
,946.2321848,-0.254571632,0.078353074,-3.24903185,0.001157985,0.104602686
,294.368819,0.584141162,0.180067329,3.244015255,0.001178574,0.105387165
,78.33258706,-1.217835529,0.375392369,-3.244166985,0.001177947,0.105387165
,2707.591726,0.607458652,0.187385582,3.241757696,0.00118795,0.105691713
,35.1581674,0.772370127,0.238614633,3.236893385,0.001208385,0.105938345
,460.8197427,0.790114334,0.244101606,3.236825621,0.001208672,0.105938345
,3776.182089,0.241464821,0.074584105,3.237483648,0.001205889,0.105938345
,36.41955597,2.566454309,0.794312062,3.231040332,0.001233405,0.107573604
,62.84448261,1.30167502,0.403707805,3.224299864,0.001262811,0.109063743
,7728.169233,0.225908245,0.070053165,3.224811385,0.001260557,0.109063743
,557.2444034,0.376673259,0.117055552,3.217901697,0.001291321,0.110273222
,297.0039192,1.080689464,0.335681087,3.219393365,0.001284621,0.110273222
,47.47605693,1.462337077,0.45456903,3.216974715,0.0012955,0.110273222
,40.69516579,2.045527693,0.637188975,3.210237107,0.001326255,0.110335255
,949.1470912,0.395249824,0.123224663,3.2075545,0.001338687,0.110335255
,4362.996663,2.546546469,0.793889237,3.207684836,0.00133808,0.110335255
,517.2133225,-0.421375572,0.131240765,-3.210706467,0.001324091,0.110335255
,43.09345573,0.657407505,0.20522717,3.203316129,0.001358548,0.110335255
,28.36428925,-0.609307694,0.190178826,-3.203867147,0.00135595,0.110335255
,1696.12437,0.312415882,0.097458563,3.205627819,0.001347682,0.110335255
,2714.167511,-0.248859317,0.077599678,-3.206963252,0.001341441,0.110335255
,2169.018399,0.554236763,0.172458341,3.213742872,0.001310169,0.110335255
,59.74783005,-0.672896787,0.209504079,-3.211855308,0.001318808,0.110335255
,1219.237822,0.32783126,0.102517047,3.197821933,0.001384698,0.11053026
,450.7402672,-0.361697557,0.113008042,-3.200635547,0.001371249,0.11053026
,66.31538057,-0.471460797,0.147432574,-3.197806188,0.001384773,0.11053026
,389.3180124,0.830452525,0.259713846,3.197567392,0.00138592,0.11053026
,95.24976975,-1.330298988,0.416715425,-3.192344003,0.001411232,0.11154399
,2389.776231,0.64875966,0.203171682,3.193159858,0.00140725,0.11154399
,17166.10868,0.318704598,0.100002645,3.186961676,0.001437758,0.113135599
,44.83516391,1.993200457,0.627053091,3.178678943,0.001479479,0.113710637
,209307.607,2.321490611,0.72962619,3.181753403,0.001463864,0.113710637
,26.73072256,1.880265053,0.591880793,3.176763082,0.001489286,0.113710637
,173.0304938,0.445834557,0.140348742,3.176619556,0.001490024,0.113710637
,378.9079996,0.385684392,0.121355503,3.17813681,0.001482248,0.113710637
,1910.575691,0.610310112,0.191746576,3.182899662,0.001458081,0.113710637
,2907.728836,-0.397608996,0.125057529,-3.179408692,0.001475759,0.113710637
,465.3933262,0.30893929,0.097538439,3.167359382,0.001538301,0.115986108
,55.59737013,1.087001047,0.343003156,3.169070101,0.001529275,0.115986108
,599.2685839,1.44077797,0.454915382,3.167133992,0.001539494,0.115986108
,1744.660889,0.351605837,0.11132365,3.158410984,0.001586317,0.117023962
,210.3454205,1.028823883,0.325502109,3.160728782,0.00157375,0.117023962
,52.13297986,0.457172288,0.144551629,3.162692053,0.001563176,0.117023962
,63.82364508,-1.163498816,0.368307159,-3.159044802,0.001582872,0.117023962
,339.7631473,-0.343371851,0.108713451,-3.158503839,0.001585812,0.117023962
,386.6929061,-0.382676293,0.121249198,-3.156114011,0.001598864,0.117460076
,408.1685696,-0.555185195,0.176099086,-3.152686399,0.001617755,0.117711626
,255.8702333,0.334720242,0.106120123,3.154163713,0.001609588,0.117711626
,104.5255394,0.858677954,0.272742569,3.148309257,0.001642179,0.117711626
,203.0250649,1.85452479,0.589021956,3.148481602,0.001641211,0.117711626
,2636.008521,0.307884381,0.097741893,3.149973577,0.001632852,0.117711626
,682.6741467,0.574518019,0.182299432,3.151507459,0.0016243,0.117711626
,13779.19589,0.301029038,0.095752688,3.143818136,0.00166759,0.118719951
,42.72664485,1.333914406,0.424346485,3.143455769,0.001669656,0.118719951
,59.61747706,-0.537860239,0.171339561,-3.139148003,0.001694398,0.119519221
,192.5044961,-0.518414349,0.165126261,-3.13950274,0.001692348,0.119519221
,666.8431996,0.490455464,0.156359271,3.136721346,0.001708484,0.11956013
,1570.119851,0.305045135,0.09723843,3.137084126,0.001706372,0.11956013
,7629.180315,0.345990386,0.110466262,3.132091021,0.001735661,0.119776004
,3062.293954,0.412724055,0.131707227,3.133647747,0.00172648,0.119776004
,479.239216,-0.369173619,0.117886987,-3.13158924,0.001738629,0.119776004
,66.90353328,-0.555236665,0.177216522,-3.133097628,0.001729719,0.119776004
,150.7250096,1.197429326,0.382513995,3.130419648,0.001745567,0.119787875
,441.8306767,0.28653474,0.091640556,3.126724152,0.001767657,0.120835392
,84.51468962,-0.574432239,0.184310251,-3.116659201,0.001829129,0.124088258
,37.21178396,1.651304848,0.529835274,3.116638186,0.001829259,0.124088258
,409.7048576,1.121131251,0.359906099,3.115065996,0.001839038,0.124275421
,147.5006257,0.74592811,0.239549482,3.113879036,0.001846452,0.124302007
,747.1612827,2.790835347,0.897604998,3.109202103,0.001875934,0.125808343
,277.0335121,0.768802534,0.247454468,3.10684443,0.001890959,0.126337456
,37.78575055,1.592401553,0.513121985,3.103358656,0.001913376,0.126423229
,303.1930868,1.032329479,0.332513876,3.104620751,0.001905231,0.126423229
,632.3752975,0.278638494,0.089787397,3.103314092,0.001913664,0.126423229
,511.8311242,2.478548062,0.7997907,3.098995853,0.001941777,0.1265013
,16.34992623,-0.974933238,0.314622021,-3.098744438,0.001943426,0.1265013
,6566.524867,0.365614182,0.117975321,3.099073438,0.001941269,0.1265013
,1574.197649,0.718787839,0.231840352,3.100356913,0.001932876,0.1265013
,1133.569161,0.238453368,0.077013189,3.096266654,0.00195974,0.126797537
,119.2946924,-0.498408669,0.161020964,-3.095302981,0.001966119,0.126797537
,152.9473907,-0.850261533,0.274738838,-3.09479919,0.001969462,0.126797537
,47.23505967,1.204172635,0.389513391,3.091479425,0.001991618,0.127759398
,4773.436834,0.519826016,0.168453701,3.085868778,0.002029584,0.129724836
,108.0382637,0.905185283,0.293460458,3.084522151,0.002038794,0.12979894
,18185.42697,0.303339516,0.098373184,3.083558997,0.002045405,0.12979894
,413.4711575,0.338530663,0.109855814,3.081590776,0.002058977,0.130193519
,1822.974824,0.520796742,0.169101602,3.07978598,0.002071494,0.13051886
,1339.079565,0.3750505,0.122016855,3.073759763,0.002113796,0.131466033
,415.597073,-0.528062792,0.171654141,-3.076318398,0.002095739,0.131466033
,99.92846584,-0.61053307,0.198717212,-3.072371351,0.002123654,0.131466033
,4493.426461,0.453652854,0.147619271,3.073127582,0.002118279,0.131466033
,99.06684438,2.864191371,0.931690878,3.07418634,0.002110775,0.131466033
,1525.511716,-0.186007014,0.06063326,-3.067738952,0.002156849,0.131679377
,43.58043911,1.072489774,0.34956312,3.06808617,0.002154345,0.131679377
,155.1157714,-0.44837898,0.146150058,-3.067935697,0.00215543,0.131679377
,20.01048039,-0.928532685,0.30241344,-3.070408133,0.002137664,0.131679377
,53.41974538,0.639375815,0.208584511,3.065308219,0.002174458,0.131845122
,1548.668404,-0.272100925,0.088767121,-3.06533457,0.002174266,0.131845122
,477.9092283,0.503248203,0.164314412,3.062714932,0.002193389,0.132539085
,507.5291395,0.707976144,0.233099711,3.037224456,0.002387676,0.133355841
,2615.498967,0.597805895,0.196426145,3.043413054,0.00233911,0.133355841
,29.54244407,-0.601893501,0.197368465,-3.04959306,0.002291516,0.133355841
,28.85982357,-0.631962006,0.207734798,-3.042157651,0.002348888,0.133355841
,73.3799026,1.076915201,0.353540763,3.046084964,0.002318423,0.133355841
,287.4847869,0.619040288,0.203465689,3.042479987,0.002346374,0.133355841
,768.4960414,0.434353482,0.142296356,3.05245681,0.002269764,0.133355841
,87.47289789,3.942231586,1.297740187,3.037766439,0.002383386,0.133355841
,2036.093003,-0.71213163,0.234389,-3.038246803,0.00237959,0.133355841
,97.18095242,0.553324976,0.181719818,3.044934678,0.002327309,0.133355841
,4016.230138,-0.495692421,0.162701822,-3.046631045,0.002314216,0.133355841
,145.9972926,1.096973748,0.359921705,3.04781216,0.00230514,0.133355841
,1215.012182,0.63140565,0.207573966,3.041834499,0.002351411,0.133355841
,77.51646599,-0.363784134,0.118985714,-3.05737657,0.002232836,0.133355841
,16549.3584,0.51332826,0.16839336,3.048387777,0.002300728,0.133355841
,40.98837883,0.485715137,0.159023941,3.054352274,0.002255471,0.133355841
,3404.100428,0.493061334,0.162170868,3.040381663,0.002362785,0.133355841
,1032.271859,0.717228333,0.235771324,3.04205075,0.002349723,0.133355841
,272.0491326,-0.267257153,0.087752748,-3.045570199,0.002322396,0.133355841
,270.0648548,0.982813879,0.321430314,3.057626605,0.002230974,0.133355841
,276.0605964,-0.48143581,0.158371513,-3.039914191,0.002366456,0.133355841
,515.2887159,0.518435924,0.170014871,3.049356328,0.002293323,0.133355841
,70.31010712,-0.439636864,0.144383008,-3.044934927,0.002327307,0.133355841
,69.76784247,-0.47399927,0.155255782,-3.05302169,0.002265496,0.133355841
,3122.703674,-0.377364986,0.124300826,-3.035900868,0.002398182,0.133521421
,215.6992269,-0.522194175,0.172124793,-3.033811489,0.002414853,0.134028112
,17.36067372,1.48745028,0.491269933,3.027765754,0.00246369,0.13421424
,933.2836591,0.463420856,0.152980739,3.029275832,0.002451408,0.13421424
,17.8891425,-0.89677694,0.296100617,-3.028622329,0.002456716,0.13421424
,1132.757341,0.342897681,0.113131391,3.030968493,0.002437707,0.13421424
,200.0405721,0.482142918,0.159235471,3.027861283,0.002462911,0.13421424
,261.9767019,0.43098773,0.14225414,3.029702546,0.002447947,0.13421424
,530.9535724,0.489695059,0.162262395,3.017920821,0.002545154,0.135119038
,288.8091665,-0.635114644,0.210468671,-3.01762082,0.002547675,0.135119038
,2069.942673,0.306103563,0.101297699,3.021821482,0.002512587,0.135119038
,16.15991939,0.769467858,0.25496554,3.017928844,0.002545087,0.135119038
,1784.104216,0.806753334,0.267353091,3.017557537,0.002548207,0.135119038
,554.0929016,1.664960932,0.551514904,3.018886563,0.002537055,0.135119038
,21893.85633,0.534718658,0.177261137,3.01655889,0.002556616,0.135119038
,79.06663498,-0.751049816,0.248777971,-3.018956266,0.002536471,0.135119038
,136.5644991,0.921955278,0.305296087,3.019872564,0.002528811,0.135119038
,69.42438617,-0.424416415,0.140684844,-3.016788458,0.00255468,0.135119038
,171.1535333,0.668873159,0.22193307,3.013850798,0.002579546,0.135521862
,332.2491747,0.296307518,0.098290707,3.014603603,0.002573153,0.135521862
,355.7812973,0.2232623,0.074160203,3.010540564,0.002607831,0.136602515
,431.7930883,-0.417780452,0.139030665,-3.004951834,0.002656229,0.137035509
,127.5024745,-1.888336646,0.628316711,-3.005389818,0.002652407,0.137035509
,101.1916007,-0.652026849,0.217023812,-3.00440234,0.002661032,0.137035509
,2358.095812,0.464908083,0.154622033,3.006738921,0.002640664,0.137035509
,158.4509432,1.813104912,0.603517281,3.004230316,0.002662537,0.137035509
,89418.29248,0.959283256,0.319068457,3.006512344,0.002642633,0.137035509
,57.97443497,0.460734287,0.153477134,3.001973486,0.002682355,0.137655368
,1464.136987,0.437533854,0.145977478,2.997269571,0.002724097,0.137800398
,170.7624248,-0.396914287,0.132343897,-2.999112893,0.00270767,0.137800398
,32.65192636,-0.445143373,0.148477389,-2.998054961,0.002717087,0.137800398
,7038.287296,0.23708238,0.079018075,3.000356305,0.00269664,0.137800398
,305.0053497,-0.336241961,0.112159421,-2.997893159,0.00271853,0.137800398
,3822.348642,1.018593633,0.340342826,2.992845907,0.002763893,0.139415152
,327.8288854,-0.512672192,0.171580296,-2.987943269,0.002808617,0.140570882
,1684.882791,0.405751832,0.135806287,2.987724955,0.002810624,0.140570882
,671.1367561,0.455774498,0.152492044,2.988841164,0.002800377,0.140570882
,2924.435765,1.212971966,0.407307772,2.978023129,0.002901141,0.144689295
,25146.48251,0.465446236,0.156352302,2.97690683,0.002911725,0.144809236
,158.5737952,-0.651479455,0.218976475,-2.975111623,0.00292882,0.1452514
,346.2789299,0.206280931,0.069361729,2.973987744,0.002939568,0.145377247
,185.4077104,-0.721492852,0.242958302,-2.969615963,0.002981722,0.147051244
,710.4269652,0.296195392,0.099812482,2.967518547,0.003002142,0.147646997
,2975.616337,0.210422288,0.070974836,2.964744975,0.003029339,0.147847924
,395.3851064,-0.396829254,0.133858264,-2.964548041,0.003031279,0.147847924
,761.7559144,-0.44597838,0.150355048,-2.96616832,0.003015354,0.147847924
,108.8200936,1.1630051,0.392990112,2.959374966,0.003082638,0.148251628
,3323.879149,0.772895768,0.260882489,2.962620338,0.003050326,0.148251628
